"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","url","categories/0","categories/1","categoryName"
"ครูอั้ม : ติวภาษาอังกฤษออนไลน์ by Impact Education",,,"333/17 ม หมู่ 1 ตำบล หัวรอ","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 98 250 9100","https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B8%AD%E0%B8%B1%E0%B9%89%E0%B8%A1%20%3A%20%E0%B8%95%E0%B8%B4%E0%B8%A7%E0%B8%A0%E0%B8%B2%E0%B8%A9%E0%B8%B2%E0%B8%AD%E0%B8%B1%E0%B8%87%E0%B8%81%E0%B8%A4%E0%B8%A9%E0%B8%AD%E0%B8%AD%E0%B8%99%E0%B9%84%E0%B8%A5%E0%B8%99%E0%B9%8C%20by%20Impact%20Education&query_place_id=ChIJWY2IHq914jAR7w1W8qk081E",,,"โรงเรียนการศึกษาพิเศษ"
"Edu Park Co.,Ltd.","5","1","9/12, Naresuan Road, Tambon Ho Rattanachai, Amphoe Phra Nakhon Si Ayutthaya, Phra Nakhon Si Ayutthaya, 13000","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 35 323 280","https://www.google.com/maps/search/?api=1&query=Edu%20Park%20Co.%2CLtd.&query_place_id=ChIJ1Ve6xbN14jAReerIThJ7s9s",,,"บริการกวดวิชา"
"โรงเรียนสอนพิเศษครูปาล์ม","5","1","9H6C+FRP","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH","https://www.facebook.com/profile.php?id=100054224242200","+66 98 732 3363","https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%AA%E0%B8%AD%E0%B8%99%E0%B8%9E%E0%B8%B4%E0%B9%80%E0%B8%A8%E0%B8%A9%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B8%9B%E0%B8%B2%E0%B8%A5%E0%B9%8C%E0%B8%A1&query_place_id=ChIJhcXFXtZ14jARIWoUo3HkZzQ",,,"บริการกวดวิชา"
"ศูนย์คุมองอยุธยา(หน้าอำเภอ)","5","18","ปรีดี พนมยงค์","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH","https://th.kumonglobal.com/","+66 85 501 4448","https://www.google.com/maps/search/?api=1&query=%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%84%E0%B8%B8%E0%B8%A1%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2(%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD)&query_place_id=ChIJbaK2hsp14jARWRNXIZXw_RI",,,"โรงเรียนกวดวิชา"
"โรงเรียนกวดวิชาแสงเพชร","5","3","ซ. โรงแรมพร้อมสุข","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 84 055 9095","https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%81%E0%B8%A7%E0%B8%94%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3&query_place_id=ChIJHZuliMp14jARLQEWJKH98bM",,,"โรงเรียนกวดวิชา"
"โรงเรียนกวดวิชาไบรท์เฮาส์","5","1","16, 66 ถ. นเรศวร","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 64 545 4294","https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%81%E0%B8%A7%E0%B8%94%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B9%84%E0%B8%9A%E0%B8%A3%E0%B8%97%E0%B9%8C%E0%B9%80%E0%B8%AE%E0%B8%B2%E0%B8%AA%E0%B9%8C&query_place_id=ChIJixNyXxd14jARIdhrtvsDmhA",,,"โรงเรียนกวดวิชา"
"สถาบันพัฒนาทักษะคณิตศาสตร์คิงแมทส์",,,"9/12, ถนนนเรศวร, ตำบลหอรัตนไชย อำเภอพระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา, 13000","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH","http://www.kingmath.co.th/","+66 85 838 8387","https://www.google.com/maps/search/?api=1&query=%E0%B8%AA%E0%B8%96%E0%B8%B2%E0%B8%9A%E0%B8%B1%E0%B8%99%E0%B8%9E%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2%E0%B8%97%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B0%E0%B8%84%E0%B8%93%E0%B8%B4%E0%B8%95%E0%B8%A8%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%8C%E0%B8%84%E0%B8%B4%E0%B8%87%E0%B9%81%E0%B8%A1%E0%B8%97%E0%B8%AA%E0%B9%8C&query_place_id=ChIJDRuUtbN14jARAP-jHegNuPU",,,"บริการกวดวิชา"
"P'SOM TUTOR HOME",,,,"อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"","https://www.google.com/maps/search/?api=1&query=P'SOM%20TUTOR%20HOME&query_place_id=ChIJE2nzG0t04jARcgLLTNlOB2c",,,
"บ้านครูตุ๊ก&ครูแก้ว",,,"25, 16 ถนน หอรัตนไชย","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH","https://www.facebook.com/englishkrukaew/","+66 81 434 2926","https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B8%95%E0%B8%B8%E0%B9%8A%E0%B8%81%26%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7&query_place_id=ChIJsWYQ1p914jART3_VryZogzw",,,"บริการกวดวิชา"
"Kids Kit",,,"ประตูชัย 23/3","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 98 645 1555","https://www.google.com/maps/search/?api=1&query=Kids%20Kit&query_place_id=ChIJbTueQ-B14jAR_8O4A_rf7Us",,,"ติวเตอร์ส่วนตัว"
"ร้านกวดวิชาครูแอม",,,"67 3","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 90 926 9269","https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%81%E0%B8%A7%E0%B8%94%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B9%81%E0%B8%AD%E0%B8%A1&query_place_id=ChIJnb0DRhN14jARs4vuzVH4vxc",,,"บริการกวดวิชา"
"โรงเรียนกวดวิชา ""เอ็นท์ไซน์""","4","2",,"อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"","https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%81%E0%B8%A7%E0%B8%94%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B2%20%22%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%E0%B8%97%E0%B9%8C%E0%B9%84%E0%B8%8B%E0%B8%99%E0%B9%8C%22&query_place_id=ChIJQx4hG0p04jARiT2ouvVLIC8",,,
"โรงเรียนกวดวิชา เอบิ๊กเซนเตอร์ สาขาอยุธยา",,,"12","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH","http://www.abigcenter.com/th","+66 35 244 235","https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%81%E0%B8%A7%E0%B8%94%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B2%20%E0%B9%80%E0%B8%AD%E0%B8%9A%E0%B8%B4%E0%B9%8A%E0%B8%81%E0%B9%80%E0%B8%8B%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2&query_place_id=ChIJ4XqlG0p04jARet9LweK86f0",,,"ศูนย์เตรียมสอบ"
"ศูนย์วิชาการ RAC อยุธยา",,,"49/8-9","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 35 241 853","https://www.google.com/maps/search/?api=1&query=%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B2%E0%B8%81%E0%B8%B2%E0%B8%A3%20RAC%20%E0%B8%AD%E0%B8%A2%E0%B8%B8%E0%B8%98%E0%B8%A2%E0%B8%B2&query_place_id=ChIJ_____zh04jARUaJwn0RG3Po",,,"บริการกวดวิชา"
"IQ English School","4.4","7","7/9 Soi Jakraprad","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 82 961 4160","https://www.google.com/maps/search/?api=1&query=IQ%20English%20School&query_place_id=ChIJGUEH30x04jAROLwc6y35Gpc",,,"โรงเรียนสอนภาษา"
"Perfect Eng. Ayutthaya",,,"9H2G+8Q3 ถ. โรจนะ","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 80 039 7788","https://www.google.com/maps/search/?api=1&query=Perfect%20Eng.%20Ayutthaya&query_place_id=ChIJr-50Gj914jARFBcoOX6bWQ8",,,"โรงเรียนกวดวิชา"
"โรงเรียนประชาศึกษา","4.4","33","ฑ.85/3 หมู่8","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH","https://www.facebook.com/Prachasuksa.sk?mibextid=ZbWKwL","+66 35 251 629","https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B8%99%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%A8%E0%B8%B6%E0%B8%81%E0%B8%A9%E0%B8%B2&query_place_id=ChIJaZDUcbJ14jARSO73vFr6mrA",,,"สถาบันการศึกษา"
"บ้านสอนพิเศษครูพี่เพชร&ครูพี่จิน",,,"39 ประตูชัย 9","อำเภอ พระนครศรีอยุธยา","จังหวัดพระนครศรีอยุธยา","TH",,"+66 85 870 5556","https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B8%AD%E0%B8%99%E0%B8%9E%E0%B8%B4%E0%B9%80%E0%B8%A8%E0%B8%A9%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B8%9E%E0%B8%B5%E0%B9%88%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%26%E0%B8%84%E0%B8%A3%E0%B8%B9%E0%B8%9E%E0%B8%B5%E0%B9%88%E0%B8%88%E0%B8%B4%E0%B8%99&query_place_id=ChIJx46uJyF14jARkfi1jAr7Pcc",,,"โรงเรียนกวดวิชา"
